index,Order ID,Product Name,Discount per product,Total revenue before discount,Total quantity,Category
1722,ES-2012-3083992,"Samsung Speaker Phone, with Caller ID",4.5,210,2,Technology
1723,ES-2012-3098892,"BIC Sketch Pad, Easy-Erase",0,98,2,Office Supplies
1724,ES-2012-3099065,"Tenex Folders, Wire Frame",12,80,6,Office Supplies
1725,ES-2012-3116842,"Avery File Folder Labels, Adjustable",0,35,5,Office Supplies
1726,ES-2012-3124543,"Avery Removable Labels, Alphabetical",0,74,7,Office Supplies
1727,ES-2012-3131770,"Office Star Steel Folding Chair, Black",0,446,5,Furniture
1728,ES-2012-3131770,"Avery Removable Labels, Laser Printer Compatible",0,21,2,Office Supplies
1729,ES-2012-3144294,"Smead Lockers, Single Width",3,893,5,Office Supplies
1730,ES-2012-3155394,"Eaton Cards & Envelopes, Premium",0,136,3,Office Supplies
1731,ES-2012-3157970,"Eldon File Cart, Industrial",3,115,1,Office Supplies
1732,ES-2012-3157970,"Logitech Numeric Keypad, Bluetooth",0,232,5,Technology
1733,ES-2012-3161067,"Binney & Smith Sketch Pad, Water Color",0,198,4,Office Supplies
1734,ES-2012-3163464,"Cardinal 3-Hole Punch, Economy",0,144,5,Office Supplies
1735,ES-2012-3163464,"Kraft Interoffice Envelope, Security-Tint",0,99,2,Office Supplies
1736,ES-2012-3181108,"Bush Library with Doors, Traditional",3,656,2,Furniture
1737,ES-2012-3181108,"Advantus Photo Frame, Duo Pack",0,159,3,Furniture
1738,ES-2012-3181108,"Wilson Jones Binder, Economy",0,78,6,Office Supplies
1739,ES-2012-3181108,"Epson Calculator, Red",0,305,7,Technology
1740,ES-2012-3192468,"Green Bar Parchment Paper, Premium",0,50,3,Office Supplies
1741,ES-2012-3192468,"Eldon Box, Blue",3,28,3,Office Supplies
1742,ES-2012-3192468,"Samsung Speaker Phone, VoIP",0,863,7,Technology
1743,ES-2012-3204467,"Cameo Clasp Envelope, Security-Tint",0,36,3,Office Supplies
1744,ES-2012-3208808,"Harbour Creations Swivel Stool, Red",3,486,3,Furniture
1745,ES-2012-3208808,"Avery Index Tab, Economy",0,16,2,Office Supplies
1746,ES-2012-3208808,"Stockwell Push Pins, Metal",0,85,6,Office Supplies
1747,ES-2012-3208808,"Samsung Headset, VoIP",4.5,187,3,Technology
1748,ES-2012-3217372,"Ames Manila Envelope, Security-Tint",0,108,4,Office Supplies
1749,ES-2012-3225401,"Cameo Clasp Envelope, Recycled",0,42,5,Office Supplies
1750,ES-2012-3229508,"Wilson Jones 3-Hole Punch, Clear",0,82,3,Office Supplies
1751,ES-2012-3231653,"Ibico Binder Covers, Economy",0,27,2,Office Supplies
1752,ES-2012-3231653,"Elite Trimmer, Steel",0,82,2,Office Supplies
1753,ES-2012-3231769,"Hoover Coffee Grinder, Black",0,478,7,Office Supplies
1754,ES-2012-3231769,"Stanley Sketch Pad, Blue",0,178,4,Office Supplies
1755,ES-2012-3231769,"Eldon Shelving, Industrial",0,98,2,Office Supplies
1756,ES-2012-3231769,"Fellowes Lockers, Wire Frame",0,413,2,Office Supplies
1757,ES-2012-3231769,"Memorex Keyboard, Ergonomic",0,207,3,Technology
1758,ES-2012-3241112,"Hon Executive Leather Armchair, Black",3,823,2,Furniture
1759,ES-2012-3241112,"Fiskars Scissors, Steel",3,284,14,Office Supplies
1760,ES-2012-3246286,"Deflect-O Clock, Ergonomic",0,49,1,Furniture
1761,ES-2012-3246286,"BIC Pencil Sharpener, Easy-Erase",0,29,1,Office Supplies
1762,ES-2012-3246286,"Stockwell Clamps, Assorted Sizes",0,65,4,Office Supplies
1763,ES-2012-3246286,"Harbour Creations Color Coded Labels, Alphabetical",0,38,3,Office Supplies
1764,ES-2012-3246286,"Logitech Numeric Keypad, Programmable",0,96,2,Technology
1765,ES-2012-3246286,"Epson Printer, Red",4.5,221,1,Technology
1766,ES-2012-3247635,"Rogers Shelving, Wire Frame",0,184,3,Office Supplies
1767,ES-2012-3247635,"Tenex File Cart, Single Width",0,673,5,Office Supplies
1768,ES-2012-3267066,"Hoover Toaster, White",0,164,2,Office Supplies
1769,ES-2012-3274675,"Tenex Shelving, Industrial",0,55,1,Office Supplies
1770,ES-2012-3278844,"Accos Thumb Tacks, Assorted Sizes",0,33,3,Office Supplies
1771,ES-2012-3278844,"Stockwell Push Pins, Assorted Sizes",0,35,3,Office Supplies
1772,ES-2012-3278844,"Smead Trays, Blue",3,218,5,Office Supplies
1773,ES-2012-3290251,"Bush Corner Shelving, Pine",0,251,2,Furniture
1774,ES-2012-3290251,"Jiffy Peel and Seal, Set of 50",0,40,2,Office Supplies
1775,ES-2012-3290251,"SanDisk Keyboard, Ergonomic",0,79,1,Technology
1776,ES-2012-3290357,"Hon Bag Chairs, Adjustable",0,333,7,Furniture
1777,ES-2012-3290357,"Okidata Inkjet, Wireless",0,2199,7,Technology
1778,ES-2012-3290540,"Konica Calculator, White",0,50,1,Technology
1779,ES-2012-3292839,"Binney & Smith Highlighters, Water Color",0,59,3,Office Supplies
1780,ES-2012-3298245,"Sanford Sketch Pad, Blue",15,68,3,Office Supplies
1781,ES-2012-3308849,"OIC Staples, Assorted Sizes",0,26,3,Office Supplies
1782,ES-2012-3327222,"BIC Canvas, Fluorescent",15,27,1,Office Supplies
1783,ES-2012-3327222,"Sanford Pens, Easy-Erase",2.5,40,7,Office Supplies
1784,ES-2012-3330001,"Novimex Swivel Stool, Black",0,324,2,Furniture
1785,ES-2012-3330001,"KitchenAid Toaster, Red",0,171,2,Office Supplies
1786,ES-2012-3330001,"Binney & Smith Sketch Pad, Easy-Erase",0,326,7,Office Supplies
1787,ES-2012-3330001,"Acco Binding Machine, Clear",0,101,2,Office Supplies
1788,ES-2012-3330001,"Acco Index Tab, Clear",0,24,3,Office Supplies
1789,ES-2012-3330001,"Hon File Folder Labels, Alphabetical",0,17,2,Office Supplies
1790,ES-2012-3330001,"Eldon Box, Wire Frame",0,9,1,Office Supplies
1791,ES-2012-3330001,"Panasonic Phone, Red",0,246,3,Technology
1792,ES-2012-3337263,"Eldon Trays, Single Width",3,173,4,Office Supplies
1793,ES-2012-3346085,"Stanley Markers, Fluorescent",0,141,6,Office Supplies
1794,ES-2012-3346085,"Brother Ink, Digital",0,441,3,Technology
1795,ES-2012-3346085,"Motorola Signal Booster, Full Size",0,1011,7,Technology
1796,ES-2012-3346363,"Avery Hole Reinforcements, Recycled",0,10,2,Office Supplies
1797,ES-2012-3346363,"Advantus Thumb Tacks, 12 Pack",0,26,2,Office Supplies
1798,ES-2012-3349892,"Dania Corner Shelving, Metal",3,766,7,Furniture
1799,ES-2012-3349892,"Cameo Manila Envelope, with clear poly window",0,61,2,Office Supplies
1800,ES-2012-3349892,"Okidata Printer, White",4.5,454,2,Technology
1801,ES-2012-3352268,"Wilson Jones Binder Covers, Durable",0,76,6,Office Supplies
1802,ES-2012-3352268,"Ames Interoffice Envelope, Security-Tint",0,570,12,Office Supplies
1803,ES-2012-3352268,"Kraft Clasp Envelope, Security-Tint",0,23,2,Office Supplies
1804,ES-2012-3362320,"Apple Office Telephone, VoIP",0,719,11,Technology
1805,ES-2012-3374683,"Rogers Lockers, Industrial",3,1145,6,Office Supplies
1806,ES-2012-3374683,"Okidata Card Printer, White",0,523,3,Technology
1807,ES-2012-3376474,"Sanford Canvas, Blue",0,152,3,Office Supplies
1808,ES-2012-3383376,"Wilson Jones 3-Hole Punch, Economy",0,84,3,Office Supplies
1809,ES-2012-3385452,"Fiskars Scissors, Serrated",0,60,3,Office Supplies
1810,ES-2012-3386035,"Ibico Index Tab, Clear",0,36,4,Office Supplies
1811,ES-2012-3386035,"Logitech Mouse, Bluetooth",0,176,6,Technology
1812,ES-2012-3409639,"SAFCO Rocking Chair, Black",3,238,2,Furniture
1813,ES-2012-3412393,"Tenex Photo Frame, Black",9,36,1,Furniture
1814,ES-2012-3412393,"KitchenAid Toaster, White",0,167,2,Office Supplies
1815,ES-2012-3412393,"Acco Binding Machine, Economy",0,102,2,Office Supplies
1816,ES-2012-3412393,"Novimex File Folder Labels, Alphabetical",0,40,5,Office Supplies
1817,ES-2012-3412393,"Novimex Removable Labels, Adjustable",0,31,3,Office Supplies
1818,ES-2012-3412393,"Smead Box, Blue",0,22,2,Office Supplies
1819,ES-2012-3412393,"Panasonic Printer, Durable",0,1066,4,Technology
1820,ES-2012-3412393,"Apple Signal Booster, Full Size",0,414,3,Technology
1821,ES-2012-3420594,"Binney & Smith Pencil Sharpener, Water Color",0,269,9,Office Supplies
1822,ES-2012-3422940,"Stanley Highlighters, Blue",0,74,5,Office Supplies
1823,ES-2012-3422940,"Acco Binder, Economy",0,45,3,Office Supplies
1824,ES-2012-3424900,"Advantus Door Stop, Ergonomic",9,275,9,Furniture
1825,ES-2012-3429212,"Bush Stackable Bookrack, Traditional",3,221,2,Furniture
1826,ES-2012-3429212,"StarTech Calculator, Durable",4.5,170,5,Technology
1827,ES-2012-3433124,"Rubbermaid Light Bulb, Durable",0,63,4,Furniture
1828,ES-2012-3433124,"Stanley Canvas, Easy-Erase",0,149,3,Office Supplies
1829,ES-2012-3438393,"Safco Stackable Bookrack, Pine",3,406,3,Furniture
1830,ES-2012-3438393,"Wilson Jones Binder, Economy",0,65,5,Office Supplies
1831,ES-2012-3438393,"Belkin Numeric Keypad, Bluetooth",0,580,10,Technology
1832,ES-2012-3446562,"Tenex Door Stop, Durable",0,205,5,Furniture
1833,ES-2012-3451642,"Eldon Photo Frame, Ergonomic",15,142,5,Furniture
1834,ES-2012-3465586,"Novimex Bag Chairs, Black",3,87,5,Furniture
1835,ES-2012-3465586,"Stanley Pencil Sharpener, Water Color",0,175,7,Office Supplies
1836,ES-2012-3465586,"Cardinal 3-Hole Punch, Durable",0,30,1,Office Supplies
1837,ES-2012-3471401,"Tenex Box, Wire Frame",3,28,2,Office Supplies
1838,ES-2012-3471401,"Stiletto Scissors, Easy Grip",0,76,3,Office Supplies
1839,ES-2012-3471401,"Epson Inkjet, Wireless",4.5,1048,4,Technology
1840,ES-2012-3471823,"Novimex Chairmat, Set of Two",0,293,5,Furniture
1841,ES-2012-3471823,"Stanley Canvas, Easy-Erase",0,99,2,Office Supplies
1842,ES-2012-3471823,"Motorola Office Telephone, VoIP",0,216,3,Technology
1843,ES-2012-3480401,"Rogers Folders, Industrial",3,56,2,Office Supplies
1844,ES-2012-3482924,"Boston Pens, Easy-Erase",0,14,1,Office Supplies
1845,ES-2012-3492146,"Sauder Stackable Bookrack, Traditional",0,293,2,Furniture
1846,ES-2012-3492146,"Avery Binding Machine, Durable",0,50,1,Office Supplies
1847,ES-2012-3492146,"Xerox Memo Slips, Multicolor",0,60,4,Office Supplies
1848,ES-2012-3493303,"Advantus Clamps, 12 Pack",0,56,3,Office Supplies
1849,ES-2012-3494145,"SanDisk Message Books, 8.5 x 11",0,56,2,Office Supplies
1850,ES-2012-3497513,"Smead Box, Single Width",3,39,4,Office Supplies
1851,ES-2012-3512904,"Tenex Clock, Black",0,50,1,Furniture
1852,ES-2012-3516546,"Ames Clasp Envelope, Set of 50",0,14,2,Office Supplies
1853,ES-2012-3519634,"Dania 3-Shelf Cabinet, Mobile",0,720,5,Furniture
1854,ES-2012-3520629,"SanDisk Memo Slips, Premium",0,68,4,Office Supplies
1855,ES-2012-3520629,"Smead Shelving, Blue",0,98,2,Office Supplies
1856,ES-2012-3530985,"Panasonic Receipt Printer, Red",0,236,2,Technology
1857,ES-2012-3533091,"Eaton Memo Slips, 8.5 x 11",0,54,3,Office Supplies
1858,ES-2012-3533091,"Nokia Smart Phone, Cordless",4.5,1622,3,Technology
1859,ES-2012-3536212,"Accos Paper Clips, Bulk Pack",0,42,3,Office Supplies
1860,ES-2012-3539223,"Memorex Flash Drive, Bluetooth",0,88,3,Technology
1861,ES-2012-3540273,"Harbour Creations Chairmat, Set of Two",6,119,2,Furniture
1862,ES-2012-3540273,"KitchenAid Microwave, Black",0,1239,4,Office Supplies
1863,ES-2012-3540273,"Stanley Highlighters, Blue",0,74,5,Office Supplies
1864,ES-2012-3540273,"Stanley Pens, Fluorescent",0,23,2,Office Supplies
1865,ES-2012-3540273,"Stockwell Rubber Bands, Bulk Pack",0,65,4,Office Supplies
1866,ES-2012-3549220,"Breville Toaster, Silver",0,310,4,Office Supplies
1867,ES-2012-3549312,"Cardinal Binding Machine, Clear",0,148,3,Office Supplies
1868,ES-2012-3549312,"Hon Shipping Labels, Alphabetical",0,56,5,Office Supplies
1869,ES-2012-3549935,"Safco Classic Bookcase, Traditional",0,876,2,Furniture
1870,ES-2012-3552576,"Harbour Creations Executive Leather Armchair, Black",0,3315,7,Furniture
1871,ES-2012-3552576,"Logitech Keyboard, Ergonomic",0,632,9,Technology
1872,ES-2012-3552576,"SanDisk Flash Drive, Programmable",0,123,3,Technology
1873,ES-2012-3565069,"Sharp Ink, Digital",0,372,3,Technology
1874,ES-2012-3566481,"Motorola Headset, Full Size",3,948,13,Technology
1875,ES-2012-3569748,"Stiletto Box Cutter, Steel",0,212,6,Office Supplies
1876,ES-2012-3596491,"Cardinal Binder, Recycled",0,184,13,Office Supplies
1877,ES-2012-3605781,"Ames Peel and Seal, Security-Tint",3,57,3,Office Supplies
1878,ES-2012-3605781,"Stockwell Clamps, Assorted Sizes",3,29,2,Office Supplies
1879,ES-2012-3610099,"Sanford Pencil Sharpener, Easy-Erase",0,54,2,Office Supplies
1880,ES-2012-3610099,"Ames Mailers, Security-Tint",0,115,3,Office Supplies
1881,ES-2012-3610510,"Boston Highlighters, Water Color",0,22,1,Office Supplies
1882,ES-2012-3610510,"Stanley Highlighters, Blue",0,29,2,Office Supplies
1883,ES-2012-3613797,"Binney & Smith Sketch Pad, Fluorescent",0,285,6,Office Supplies
1884,ES-2012-3613797,"Ibico Binding Machine, Recycled",0,104,2,Office Supplies
1885,ES-2012-3613797,"Wilson Jones Binding Machine, Recycled",0,148,3,Office Supplies
1886,ES-2012-3613797,"Logitech Flash Drive, Programmable",0,64,2,Technology
1887,ES-2012-3625782,"Sanford Canvas, Water Color",0,161,3,Office Supplies
1888,ES-2012-3631542,"Chromcraft Round Table, Adjustable Height",10.5,915,3,Furniture
1889,ES-2012-3631542,"Kraft Business Envelopes, Recycled",0,76,5,Office Supplies
1890,ES-2012-3637062,"Avery Hole Reinforcements, Clear",0,12,3,Office Supplies
1891,ES-2012-3637663,"Stockwell Staples, Assorted Sizes",0,58,7,Office Supplies
1892,ES-2012-3637663,"Novimex Legal Exhibit Labels, Laser Printer Compatible",0,21,2,Office Supplies
1893,ES-2012-3640830,"Advantus Photo Frame, Duo Pack",0,53,1,Furniture
1894,ES-2012-3658529,"Apple Audio Dock, with Caller ID",0,501,3,Technology
1895,ES-2012-3661014,"Cuisinart Microwave, Silver",0,838,3,Office Supplies
1896,ES-2012-3661014,"BIC Canvas, Blue",0,376,7,Office Supplies
1897,ES-2012-3661014,"Nokia Audio Dock, VoIP",12,200,2,Technology
1898,ES-2012-3667418,"Novimex Executive Leather Armchair, Red",3,1243,3,Furniture
1899,ES-2012-3667418,"Boston Pencil Sharpener, Easy-Erase",0,60,2,Office Supplies
1900,ES-2012-3667418,"OIC Paper Clips, Bulk Pack",0,72,5,Office Supplies
1901,ES-2012-3675354,"Hon Rocking Chair, Set of Two",6,319,3,Furniture
1902,ES-2012-3676966,"Wilson Jones Index Tab, Durable",0,16,2,Office Supplies
1903,ES-2012-3676966,"Kraft Interoffice Envelope, Set of 50",0,141,3,Office Supplies
1904,ES-2012-3679676,"Stanley Pens, Water Color",0,26,2,Office Supplies
1905,ES-2012-3679676,"OIC Push Pins, Bulk Pack",0,15,1,Office Supplies
1906,ES-2012-3679676,"Belkin Memory Card, Programmable",0,349,3,Technology
1907,ES-2012-3679676,"Canon Fax Machine, Digital",0,636,2,Technology
1908,ES-2012-3697227,"Sauder 3-Shelf Cabinet, Mobile",0,508,3,Furniture
1909,ES-2012-3697227,"Cardinal 3-Hole Punch, Recycled",0,87,3,Office Supplies
1910,ES-2012-3697227,"Xerox Message Books, Premium",0,41,2,Office Supplies
1911,ES-2012-3699074,"Nokia Office Telephone, VoIP",0,196,3,Technology
1912,ES-2012-3704890,"Advantus Light Bulb, Durable",0,51,3,Furniture
1913,ES-2012-3704890,"BIC Pens, Fluorescent",0,31,2,Office Supplies
1914,ES-2012-3704890,"Smead Lockers, Wire Frame",3,355,2,Office Supplies
1915,ES-2012-3710236,"Ames Manila Envelope, Set of 50",0,99,4,Office Supplies
1916,ES-2012-3710236,"Sharp Ink, High-Speed",0,368,3,Technology
1917,ES-2012-3714969,"Binney & Smith Pencil Sharpener, Fluorescent",0,53,2,Office Supplies
1918,ES-2012-3715659,"Harbour Creations Removable Labels, Adjustable",3,37,5,Office Supplies
1919,ES-2012-3725853,"Boston Pens, Fluorescent",0,31,2,Office Supplies
1920,ES-2012-3725853,"Accos Paper Clips, Assorted Sizes",0,80,7,Office Supplies
1921,ES-2012-3725853,"Fellowes Trays, Blue",0,172,3,Office Supplies
1922,ES-2012-3738573,"Sanford Canvas, Blue",0,51,1,Office Supplies
1923,ES-2012-3738573,"Cardinal 3-Hole Punch, Recycled",0,58,2,Office Supplies
1924,ES-2012-3748239,"Cardinal 3-Hole Punch, Durable",0,61,2,Office Supplies
1925,ES-2012-3748239,"Ames Peel and Seal, Security-Tint",0,42,2,Office Supplies
1926,ES-2012-3750420,"Logitech Router, Bluetooth",0,1237,5,Technology
1927,ES-2012-3755574,"Sauder Corner Shelving, Metal",0,440,3,Furniture
1928,ES-2012-3757629,"Avery Binder, Durable",0,43,3,Office Supplies
1929,ES-2012-3761154,"Elite Ruler, Easy Grip",0,46,3,Office Supplies
1930,ES-2012-3761208,"Memorex Flash Drive, Programmable",0,155,5,Technology
1931,ES-2012-3770443,"Acco Index Tab, Durable",0,27,3,Office Supplies
1932,ES-2012-3770443,"OIC Paper Clips, Assorted Sizes",0,36,3,Office Supplies
1933,ES-2012-3774101,"Sanford Canvas, Blue",0,51,1,Office Supplies
1934,ES-2012-3777672,"Stanley Pens, Blue",0,30,3,Office Supplies
1935,ES-2012-3777672,"Apple Signal Booster, Full Size",3,497,4,Technology
1936,ES-2012-3778678,"Cardinal Binding Machine, Durable",0,154,3,Office Supplies
1937,ES-2012-3778678,"Logitech Mouse, Ergonomic",0,108,4,Technology
1938,ES-2012-3778678,"Motorola Smart Phone, Cordless",4.5,1639,3,Technology
1939,ES-2012-3791638,"Ibico Binder Covers, Clear",0,92,7,Office Supplies
1940,ES-2012-3791638,"Harbour Creations Round Labels, Alphabetical",0,59,9,Office Supplies
1941,ES-2012-3791638,"Eldon Folders, Single Width",3,61,4,Office Supplies
1942,ES-2012-3791638,"Smead Shelving, Wire Frame",3,130,3,Office Supplies
1943,ES-2012-3791638,"Acme Box Cutter, High Speed",0,113,3,Office Supplies
1944,ES-2012-3791638,"Logitech Numeric Keypad, Ergonomic",0,397,9,Technology
1945,ES-2012-3797337,"Cameo Interoffice Envelope, Recycled",0,92,2,Office Supplies
1946,ES-2012-3797337,"Smead Folders, Blue",0,35,2,Office Supplies
1947,ES-2012-3798841,"Sanford Canvas, Fluorescent",0,207,4,Office Supplies
1948,ES-2012-3800712,"Wilson Jones Hole Reinforcements, Durable",0,18,3,Office Supplies
1949,ES-2012-3800712,"Stockwell Staples, Metal",0,44,4,Office Supplies
1950,ES-2012-3802742,"BIC Highlighters, Blue",3,34,2,Office Supplies
1951,ES-2012-3802742,"Enermax Router, USB",3,698,3,Technology
1952,ES-2012-3802742,"Apple Headset, VoIP",3,330,5,Technology
1953,ES-2012-3802742,"Apple Headset, with Caller ID",3,330,5,Technology
1954,ES-2012-3804736,"Memorex Numeric Keypad, Bluetooth",0,316,7,Technology
1955,ES-2012-3820035,"Ibico Binder, Clear",0,60,4,Office Supplies
1956,ES-2012-3820035,"Ibico Hole Reinforcements, Recycled",0,29,4,Office Supplies
1957,ES-2012-3820035,"Panasonic Inkjet, Durable",0,1249,4,Technology
1958,ES-2012-3831961,"BIC Pens, Water Color",0,87,5,Office Supplies
1959,ES-2012-3846568,"Sharp Ink, Color",15,189,3,Technology
1960,ES-2012-3863050,"Cisco Signal Booster, with Caller ID",0,304,2,Technology
1961,ES-2012-3866726,"Cuisinart Blender, Red",0,469,7,Office Supplies
1962,ES-2012-3868505,"Sanford Canvas, Water Color",0,107,2,Office Supplies
1963,ES-2012-3869925,"Boston Pens, Easy-Erase",0,101,7,Office Supplies
1964,ES-2012-3874971,"Fiskars Box Cutter, High Speed",0,249,7,Office Supplies
1965,ES-2012-3876252,"Cisco Headset, Cordless",0,183,2,Technology
1966,ES-2012-3877819,"Novimex Steel Folding Chair, Red",3,222,3,Furniture
1967,ES-2012-3877819,"Sharp Personal Copier, Digital",0,837,7,Technology
1968,ES-2012-3883009,"Smead Folders, Wire Frame",0,17,1,Office Supplies
1969,ES-2012-3884977,"Cameo Interoffice Envelope, Set of 50",0,95,2,Office Supplies
1970,ES-2012-3884977,"Smead File Folder Labels, Laser Printer Compatible",0,36,4,Office Supplies
1971,ES-2012-3884977,"Eldon Box, Single Width",3,56,6,Office Supplies
1972,ES-2012-3884977,"Smead Lockers, Wire Frame",3,711,4,Office Supplies
1973,ES-2012-3898439,"Smead Folders, Industrial",3,32,2,Office Supplies
1974,ES-2012-3898439,"Okidata Calculator, Wireless",0,157,3,Technology
1975,ES-2012-3944475,"SAFCO Rocking Chair, Adjustable",6,769,7,Furniture
1976,ES-2012-3944475,"Eldon Clock, Duo Pack",3,153,3,Furniture
1977,ES-2012-3944475,"Sanford Pens, Water Color",3,64,5,Office Supplies
1978,ES-2012-3944475,"Avery Index Tab, Clear",3,16,3,Office Supplies
1979,ES-2012-3944475,"Ibico Index Tab, Clear",3,56,7,Office Supplies
1980,ES-2012-3944475,"Smead Folders, Wire Frame",6,53,4,Office Supplies
1981,ES-2012-3944475,"Brother Fax and Copier, Digital",3,344,2,Technology
1982,ES-2012-3947984,"Harbour Creations Shipping Labels, 5000 Label Set",0,24,2,Office Supplies
1983,ES-2012-3947984,"Tenex Shelving, Single Width",3,49,1,Office Supplies
1984,ES-2012-3954494,"BIC Canvas, Blue",0,376,7,Office Supplies
1985,ES-2012-3954494,"Binney & Smith Canvas, Fluorescent",0,158,3,Office Supplies
1986,ES-2012-3954494,"HP Wireless Fax, Laser",4.5,1225,4,Technology
